"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"hsa04721","hsa04721","Synaptic vesicle cycle",74,-0.209777956736298,-0.977318752361595,0.498470948012232,0.824390243902439,0.713735558408216,3758,"tags=35%, list=27%, signal=26%","SLC6A1/SLC1A6/SLC6A4/SLC6A12/AP2B1/ATP6V1G3/SLC1A1/SLC6A13/AP2M1/DNM2/SLC6A7/UNC13A/SLC1A7/CLTC/RIMS1/SLC17A8/ATP6V0A4/SLC6A9/NAPA/SNAP25/SLC6A11/STXBP1/CPLX1/AP2A1/ATP6V0C/CLTB"
"hsa04072","hsa04072","Phospholipase D signaling pathway",124,-0.198224008325405,-0.986237499111999,0.505576208178439,0.829537661962681,0.718192058628543,2672,"tags=22%, list=19%, signal=18%","ARF1/RAF1/DNM2/PLA2G4A/PLA2G4E/ADCY6/AVPR1A/INSR/ADCY1/GAB2/MAPK3/INS/TSC1/AKT3/PTK2B/GAB1/PLCB3/GRM1/PIK3CA/MS4A2/AVP/PIK3CG/ARF6/GRM2/GNA13/KRAS/F2R"
"hsa00532","hsa00532","Glycosaminoglycan biosynthesis - chondroitin sulfate / dermatan sulfate",14,0.342700718421388,0.962521877235292,0.508474576271186,0.830262834684353,0.718819894245562,2912,"tags=36%, list=21%, signal=28%","CHST12/B4GALT7/UST/B3GALT6/XYLT2"
"hsa00071","hsa00071","Fatty acid degradation",40,0.260130187800391,0.960885430764761,0.513201320132013,0.833952145214522,0.722014003019735,2154,"tags=22%, list=16%, signal=19%","ACAT1/ACSL3/ACADSB/ECHS1/CPT1A/EHHADH/ADH1B/HADHA/ACAA1"
"hsa04723","hsa04723","Retrograde endocannabinoid signaling",130,0.212119328170401,0.977404533547931,0.521320495185695,0.843092475467774,0.729927462410592,1506,"tags=15%, list=11%, signal=14%","FAAH/MAPK9/NDUFB8/NDUFV2/NDUFS8/NDUFA12/NDUFA9/NDUFA1/ADCY9/NDUFV1/NDUFA7/NDUFB7/NDUFA8/ITPR1/NDUFB5/ITPR3/GNGT2/PRKACB/NDUFA11/MAPK13"
"hsa00140","hsa00140","Steroid hormone biosynthesis",55,-0.214871202755677,-0.953458717850627,0.528150134048257,0.850070215753862,0.735968607846695,4852,"tags=45%, list=35%, signal=30%","UGT1A9/HSD11B2/HSD11B1L/UGT2B17/CYP3A5/UGT1A1/HSD17B12/CYP11B2/UGT1A8/AKR1C4/UGT1A6/HSD17B2/SULT1E1/CYP17A1/AKR1C3/HSD3B1/UGT1A4/AKR1C2/CYP7A1/AKR1D1/UGT2B28/CYP11A1/UGT1A3/SULT2B1/CYP7B1"
"hsa00790","hsa00790","Folate biosynthesis",24,0.290546278928437,0.956390573117945,0.532362459546926,0.852789153207871,0.73832259293612,1529,"tags=17%, list=11%, signal=15%","PCBD2/MOCS2/GPHN/QDPR"
"hsa05160","hsa05160","Hepatitis C",145,0.205520959858547,0.962170138600582,0.544459644322845,0.85844553243574,0.743219738452619,2296,"tags=20%, list=17%, signal=17%","CYCS/CDK2/CDK4/MAP2K1/CDK6/TRAF2/SCARB1/TRAF3/YWHAZ/CCND1/CXCL10/IKBKE/SOS1/NRAS/CLDN12/PPARA/TRAF6/CLDN23/TICAM1/RB1/YWHAH/CD81/STAT1/CLDN15/TBK1/STAT2/PPP2CA/NFKB1/IFNA17"
"hsa04668","hsa04668","TNF signaling pathway",106,-0.195069713707811,-0.959484414030508,0.546052631578947,0.85844553243574,0.743219738452619,3630,"tags=34%, list=26%, signal=25%","CREB1/MAPK11/CXCL3/IL1B/PGAM5/CSF2/MLKL/ATF4/BIRC2/CXCL6/CXCL1/JUNB/BCL3/SELE/BIRC3/FOS/CREB5/CXCL5/MMP14/MAP2K4/RPS6KA5/MAPK3/CASP8/IFNB1/AKT3/FAS/MAP2K7/MAPK10/MAP3K14/IKBKB/TNFRSF1B/PIK3CA/TRAF1/PTGS2/MAP2K3/CREB3"
"hsa04612","hsa04612","Antigen processing and presentation",73,-0.205757880797824,-0.957015343195292,0.541916167664671,0.85844553243574,0.743219738452619,2445,"tags=25%, list=18%, signal=20%","HLA-C/KIR3DL3/HLA-E/HLA-DRB3/KIR3DL1/CALR/PDIA3/HLA-DRB1/CD4/CTSS/NFYB/HLA-F/KIR2DL1/KIR2DS5/HLA-G/HSPA1A/B2M/KIR3DL2"
"hsa00310","hsa00310","Lysine degradation",42,0.250486004450718,0.936188868672805,0.542483660130719,0.85844553243574,0.743219738452619,4757,"tags=48%, list=35%, signal=31%","SUV39H1/ACAT1/ECHS1/PLOD3/SETMAR/EHHADH/EHMT1/HADHA/SETDB1/EZH2/SMYD3/BBOX1/SMYD1/ALDH3A2/DLST/ALDH9A1/NSD1/PLOD2/SETD1A/TMLHE"
"hsa04270","hsa04270","Vascular smooth muscle contraction",123,-0.194686905302815,-0.968606672905344,0.552631578947368,0.860780984719864,0.745241712090073,3667,"tags=35%, list=27%, signal=26%","PLA2G2E/ARHGEF12/BRAF/CACNA1D/PPP1R12B/CALML5/PLA2G4F/ARAF/PPP1CA/GNAQ/RHOA/ADRA1A/PLA2G4D/PPP1R12C/ROCK1/RAF1/NPPC/ACTG2/PLA2G4A/PLA2G4E/ADCY6/RAMP2/AVPR1A/CACNA1C/PLA2G3/ADCY1/MAPK3/EDN2/CALML3/PRKACA/MYL9/PPP1R12A/MYLK/PLA2G12A/PRKG1/PLCB3/ADRA1B/CALML4/AVP/PLA2G2D/ADM2/PRKACG/GNA13"
"hsa04392","hsa04392","Hippo signaling pathway - multiple species",25,-0.259359066726878,-0.938895269371348,0.551813471502591,0.860780984719864,0.745241712090073,731,"tags=44%, list=5%, signal=42%","PAK1/TEAD3/TEAD4/TEAD1/SAV1/YAP1/TEAD2/DCHS2/NF2/DCHS1/RASSF6"
"hsa05142","hsa05142","Chagas disease",99,-0.196997405842651,-0.961256958213403,0.55591054313099,0.861916346689334,0.746224678852802,2160,"tags=20%, list=16%, signal=17%","FOS/PPP2R1B/ADCY1/MAP2K4/MAPK3/CASP8/PPP2CB/CALR/IFNB1/AKT3/FAS/MAPK10/PLCB3/IKBKB/PIK3CA/GNAI3/TGFB2/IL10/GNA14/PPP2R2B"
"hsa00982","hsa00982","Drug metabolism - cytochrome P450",66,0.228848585594573,0.946217275837403,0.563358778625954,0.869476105824532,0.752769721019059,4650,"tags=33%, list=34%, signal=22%","GSTT1/GSTK1/MGST3/GSTA5/FMO3/FMO5/GSTM3/ADH1B/CYP2D6/UGT2B10/FMO4/MAOB/GSTO1/GSTP1/MGST2/UGT1A10/CYP2B6/GSTA4/UGT2A3/CYP1A2/CYP2E1/UGT2A1"
"hsa04068","hsa04068","FoxO signaling pathway",117,-0.192806215026697,-0.962758204548592,0.577060931899642,0.87858826568504,0.760658791219063,2979,"tags=26%, list=22%, signal=21%","STK11/SGK3/EGFR/G6PC2/RAF1/CCNB1/TGFBR2/USP7/GADD45A/CDKN2D/INSR/NLK/PRKAA1/RAG2/MAPK3/INS/PCK1/AKT3/MAPK10/IKBKB/GRM1/CAT/PIK3CA/TGFB2/IL10/CDKN1B/GABARAPL2/PRKAG3/KRAS/GABARAP/PLK1"
"hsa05416","hsa05416","Viral myocarditis",64,0.227809203527622,0.942560615533222,0.576347305389222,0.87858826568504,0.760658791219063,2908,"tags=31%, list=21%, signal=25%","ACTG1/CYCS/SNTB2/ITGB2/CD40/CCND1/HLA-DPB1/CAV1/HLA-A/CAV3/DAG1/SNTB1/HLA-DRA/FYN/HLA-DMA/CASP9/ABL1/HLA-DMB/HLA-DPA1/CXADR"
"hsa03083","hsa03083","Polycomb repressive complex",73,0.223814111928808,0.935767371402545,0.573353293413174,0.87858826568504,0.760658791219063,2675,"tags=23%, list=19%, signal=19%","TEX10/SFMBT1/HDAC1/USP45/E2F6/FOXK1/RING1/WDR5/AURKB/SCMH1/L3MBTL2/CBX8/USP16/PHC3/UBE2D4/EZH2/HCFC2"
"hsa04650","hsa04650","Natural killer cell mediated cytotoxicity",123,-0.191554679498522,-0.953023216943752,0.586466165413534,0.887171358771522,0.768089809213588,2445,"tags=20%, list=18%, signal=17%","HLA-C/KIR3DL3/KLRK1/HLA-E/NFATC2/MAPK3/LCK/KIR3DL1/LCP2/IFNB1/FAS/PTK2B/LAT2/KIR2DL1/PIK3CA/KIR2DS5/HLA-G/FCGR3A/IFNA10/PPP3CA/RAC3/KRAS/FCGR3B/KIR3DL2/BID"
"hsa04966","hsa04966","Collecting duct acid secretion",26,0.276560267242616,0.925288402727939,0.587947882736156,0.887171358771522,0.768089809213588,2578,"tags=27%, list=19%, signal=22%","ATP6V1E2/ATP6V1E1/ATP6V0E1/ATP6V0A2/ATP6V1F/ATP6V1D/ATP6V1G2"
"hsa00603","hsa00603","Glycosphingolipid biosynthesis - globo and isoglobo series",16,0.309434534324513,0.898021005131104,0.593103448275862,0.890973180076628,0.771381326880419,3550,"tags=38%, list=26%, signal=28%","HEXB/B3GALNT1/GLA/NAGA/HEXA/A3GALT2"
"hsa04936","hsa04936","Alcoholic liver disease",130,0.204114896143881,0.940521670403503,0.601100412654746,0.895404214787475,0.775217601092862,2296,"tags=19%, list=17%, signal=16%","MAPK9/MLYCD/IRAK4/ADIPOR2/C4A/SCD/PRKAB1/TRAF3/CCND1/PRKAB2/MAP3K7/IKBKE/ACACB/MAPK13/PPARA/CPT1A/TRAF6/TICAM1/ACACA/ADH1B/TBK1/LPIN1/NFKB1/C3AR1/IFNA17"
"hsa05206","hsa05206","MicroRNAs in cancer",149,0.199744330029425,0.939567217085523,0.601351351351351,0.895404214787475,0.775217601092862,2878,"tags=24%, list=21%, signal=19%","HDAC1/STMN1/MAPK7/MAP2K1/RASSF1/CDK6/BCL2/FZD3/CCND1/CDCA5/ATM/PRKCE/SOS1/NRAS/MMP16/ABCB1/CCNE1/BMF/BCL2L11/ABCC1/CD44/CDC25B/PDGFRB/BCL2L2/NFKB1/CCNE2/DNMT3A/HOXD10/DNMT1/MDM2/EZH2/CRKL/UBE2I/ABL1/SHC1/EFNA3"
"hsa05330","hsa05330","Allograft rejection",35,-0.232015665831703,-0.916537707197845,0.61038961038961,0.897007340485601,0.776605545484264,2670,"tags=29%, list=19%, signal=23%","HLA-DQA2/HLA-C/HLA-E/HLA-DRB3/HLA-DRB1/FAS/HLA-F/HLA-G/IL10/IL4"
"hsa00270","hsa00270","Cysteine and methionine metabolism",45,0.23755557929506,0.909614875615339,0.606796116504854,0.897007340485601,0.776605545484264,2645,"tags=31%, list=19%, signal=25%","GOT2/LDHA/AHCY/MDH2/MDH1/GSS/SMS/MAT2A/GNMT/GOT1/DNMT3A/BCAT1/DNMT1/IL4I1"
"hsa00512","hsa00512","Mucin type O-glycan biosynthesis",29,-0.238238753759055,-0.904590183323947,0.610126582278481,0.897007340485601,0.776605545484264,3191,"tags=34%, list=23%, signal=27%","C1GALT1/GALNTL5/GALNT17/ST6GALNAC3/GALNT1/ST6GALNAC2/GALNT13/GALNT3/ST6GALNAC4/GALNT6"
"hsa05418","hsa05418","Fluid shear stress and atherosclerosis",136,0.202030749788875,0.938023318753741,0.616758241758242,0.902442795299938,0.781311420409165,2313,"tags=17%, list=17%, signal=14%","ACTG1/MAPK9/GSTT1/NQO1/GPC1/SDC4/MAPK7/SUMO2/SUMO3/MGST3/CALM1/BCL2/MAP2K5/MAP3K7/GSTA5/MAPK13/CYBA/CAV1/GSTM3/NOS3/SDC2/NFKB1/CAV3"
"hsa04929","hsa04929","GnRH secretion",61,-0.205458067081526,-0.91924311172092,0.625,0.910560344827586,0.788339382940109,2127,"tags=41%, list=15%, signal=35%","PRKCA/HCN2/PRKCG/PLCB4/KCNN4/CGA/KCNJ6/PIK3R3/TRPC5/CACNA1D/KCNJ3/GNAQ/RAF1/KCNN1/CACNA1C/MAPK3/CACNA1H/ARRB1/AKT3/KCNJ9/GABBR2/PLCB3/PIK3CA/ARRB2/KRAS"
"hsa04520","hsa04520","Adherens junction",80,-0.196311847485603,-0.922140449680494,0.63914373088685,0.923207611281006,0.79928905616979,3246,"tags=30%, list=24%, signal=23%","RHOA/IGF1R/EGFR/CTNND1/PTPRF/ROCK1/RAP1A/BAIAP2/TGFBR2/CSNK2A1/SMURF1/INSR/NLK/MAPK3/WASF1/MYL9/CTNNA3/FARP2/RAP1B/MYL7/WASF2/IQGAP1/CDC42/RAC3"
"hsa04979","hsa04979","Cholesterol metabolism",49,0.228794617570877,0.891341961548198,0.637958532695375,0.923207611281006,0.79928905616979,1253,"tags=14%, list=9%, signal=13%","NPC1/NPC2/VDAC3/TSPO/SCARB1/CYP27A1/LRP2"
"hsa04380","hsa04380","Osteoclast differentiation",129,-0.184333405411821,-0.933623160327702,0.654411764705882,0.93725074775673,0.811447237235661,3630,"tags=34%, list=26%, signal=25%","CREB1/FOSL2/MAPK11/CAMK4/IL1B/PPP3R1/SIRPG/FHL2/ITGB3/IL1R1/NFATC1/MITF/LILRA2/JUNB/BLNK/TGFBR2/LILRA1/FOS/FOSB/TNFSF11/NFATC2/GAB2/SPI1/MAPK3/LCK/FCGR2C/LCP2/IFNB1/FCGR2A/AKT3/MAP2K7/MAPK10/TREM2/LILRB1/CALCR/MAP3K14/IKBKB/LILRB5/PIK3CA/TGFB2/FCGR3A/PPP3CA/FCGR3B/NCF2"
"hsa04912","hsa04912","GnRH signaling pathway",89,-0.190805715378149,-0.912566266931659,0.652173913043478,0.93725074775673,0.811447237235661,2337,"tags=25%, list=17%, signal=21%","PLA2G4A/PLA2G4E/ADCY6/CACNA1C/ADCY1/MMP14/MAP2K4/MAPK3/CALML3/PRKACA/CAMK2A/MAP2K7/PTK2B/MAPK10/PLCB3/CALML4/CDC42/MAP3K2/GNRHR/MAP2K3/PRKACG/KRAS"
"hsa05145","hsa05145","Toxoplasmosis",103,0.202055240919413,0.899899629204576,0.66,0.94126582278481,0.814923384410393,4196,"tags=33%, list=31%, signal=23%","MAPK9/CYCS/CD40/IRAK4/LAMC1/IFNGR1/BCL2/TGFB3/MAP3K7/HLA-DPB1/MAPK13/TRAF6/STAT1/NFKB1/IFNGR2/LAMB2/HLA-DRA/HLA-DMA/TLR2/CASP9/CIITA/HLA-DMB/HLA-DPA1/MAP2K6/IFNG/CD40LG/RELA/LAMA4/HLA-DOB/LAMC2/MAPK14/HSPA8/HLA-DOA/ITGB1"
"hsa05202","hsa05202","Transcriptional misregulation in cancer",161,-0.177884381053893,-0.925412775812281,0.6796875,0.945408950617284,0.818510396361274,3114,"tags=27%, list=23%, signal=21%","IGF1R/JMJD1C/PTCRA/HDAC2/BIRC2/MITF/SSX2/BCL2L1/RARA/ETV4/SLC45A3/TSPAN7/REL/TLX3/SS18L1/TGFBR2/MYC/GADD45A/BIRC3/BMP2K/SPI1/POLK/LMO2/HHEX/TMPRSS2/BCL2A1/KLF3/SP1/NR4A3/FLI1/TRAF1/TFE3/CDKN1B/LYL1/PBX1/PAX7/SSX1/EYA1/ETV6/DUSP6/RXRG/SS18/WNT16"
"hsa05130","hsa05130","Pathogenic Escherichia coli infection",162,0.191723336433104,0.913560691988023,0.679194630872483,0.945408950617284,0.818510396361274,3853,"tags=31%, list=28%, signal=23%","ACTG1/MAPK9/CYCS/TMED10/IRAK4/ARPC1A/MYH14/ARPC5L/NCK1/TRAF2/GAPDH/WASL/PYCARD/ARPC2/NLRP3/MAP3K7/NAIP/CLDN12/MAPK13/TRAF6/CLDN23/RPS3/TLR5/CYFIP1/CLDN15/TNFRSF10A/MYO6/MYO1D/NFKB1/ARPC3/CASP1/FYN/CASP9/ABL1/HCLS1/TAB3/MYO1C/TUBAL3/SEC24C/CLDN10/CYFIP2/MYO1G/MYH10/RIPK1/ACTR3B/TUBB8/PTPN6/FASLG/RELA/NCK2/RAC1"
"hsa05140","hsa05140","Leishmaniasis",70,0.213100074931657,0.886416128885159,0.675226586102719,0.945408950617284,0.818510396361274,4196,"tags=40%, list=31%, signal=28%","ITGB2/IRAK4/IFNGR1/TGFB3/MAP3K7/HLA-DPB1/MAPK13/TRAF6/CYBA/STAT1/ELK1/NFKB1/IFNGR2/HLA-DRA/HLA-DMA/TLR2/HLA-DMB/HLA-DPA1/IFNG/PTPN6/RELA/HLA-DOB/EEF1A2/CR1/ITGA4/MAPK14/HLA-DOA/ITGB1"
"hsa01524","hsa01524","Platinum drug resistance",69,0.211934545628338,0.879405204618544,0.670196671709531,0.945408950617284,0.818510396361274,2736,"tags=22%, list=20%, signal=18%","MLH1/GSTT1/CYCS/TOP2B/MGST3/BCL2/ATM/GSTA5/ATP7B/REV3L/GSTM3/TOP2A/ATP7A/MDM2/CASP9"
"hsa04330","hsa04330","Notch signaling pathway",53,0.220004272611182,0.874223082008366,0.67246835443038,0.945408950617284,0.818510396361274,4084,"tags=36%, list=30%, signal=25%","MAML2/HDAC1/DTX1/HEYL/PSEN2/APH1A/TLE1/NCSTN/DVL1/DTX3/HEY2/DVL3/DLL3/NOTCH4/APH1B/SPEN/ITCH/MAML1/LFNG"
"hsa03460","hsa03460","Fanconi anemia pathway",40,0.231792996798189,0.856211712527536,0.671617161716172,0.945408950617284,0.818510396361274,3506,"tags=30%, list=26%, signal=22%","MLH1/RPA3/RPA4/BLM/FANCE/REV3L/UBE2T/ERCC4/FANCG/RPA2/POLN/BRCA2"
"hsa04550","hsa04550","Signaling pathways regulating pluripotency of stem cells",134,-0.17998548824447,-0.923646972797749,0.687272727272727,0.947141761547991,0.820010618842546,3356,"tags=34%, list=24%, signal=26%","OTX1/WNT5B/WNT3A/WNT11/HOXA1/PIK3R3/FZD6/ID1/FGFR3/MAPK11/PCGF3/PCGF2/NANOG/HAND1/NEUROG1/ID2/IGF1R/ESX1/TBX3/KLF4/FZD10/FGFR4/RAF1/IL6ST/ACVR1C/ESRRB/MYC/FZD5/FZD7/MAPK3/RIF1/DUSP9/APC2/AKT3/WNT7B/SMAD9/JAK3/FZD8/FGF2/DLX5/PIK3CA/FZD1/HOXB1/ACVR2A/KRAS/WNT16"
"hsa04750","hsa04750","Inflammatory mediator regulation of TRP channels",90,-0.188527187582849,-0.902235025048229,0.694704049844237,0.947141761547991,0.820010618842546,3490,"tags=33%, list=25%, signal=25%","MAPK11/CALML5/IL1B/PLA2G4F/PPP1CA/HTR2B/GNAQ/TRPV4/IL1R1/PLA2G4D/PTGER4/F2RL1/TRPV3/PLA2G4A/PLA2G4E/ADCY6/ADCY1/CALML3/PRKACA/CAMK2A/HTR2A/MAPK10/BDKRB1/PLCB3/PIK3CA/CALML4/IL1RAP/MAP2K3/PRKACG/TRPA1"
"hsa05225","hsa05225","Hepatocellular carcinoma",160,0.189331824947285,0.900027441531932,0.704301075268817,0.947141761547991,0.820010618842546,3054,"tags=21%, list=22%, signal=17%","ACTG1/GSTT1/NQO1/CDK4/MAP2K1/ACTL6A/CDK6/MGST3/AXIN1/FZD3/CCND1/TGFB3/AXIN2/SOS1/GSTA5/SMAD4/NRAS/RB1/WNT1/SMAD3/GSTM3/ELK1/ARID1A/WNT5A/RPS6KB1/SMARCA4/KEAP1/FZD2/DVL1/SHC1/FZD9/WNT8A/HRAS/DVL3"
"hsa04210","hsa04210","Apoptosis",121,0.196714724377786,0.898500388045034,0.697386519944979,0.947141761547991,0.820010618842546,2203,"tags=20%, list=16%, signal=17%","ACTG1/MAPK9/CYCS/DFFB/MAP2K1/TRAF2/BCL2/ITPR1/ATM/DIABLO/CTSH/ITPR3/NRAS/LMNB2/CTSK/DFFA/CASP2/AIFM1/BCL2L11/ERN1/TNFRSF10A/NFKB1/PARP1/PARP3"
"hsa04217","hsa04217","Necroptosis",122,0.1958800305092,0.897890346082483,0.695770804911323,0.947141761547991,0.820010618842546,4608,"tags=38%, list=34%, signal=25%","MAPK9/CAMK2D/VDAC3/TRAF2/IFNGR1/BCL2/DNM1L/PYCARD/NLRP3/STAT4/AIFM1/SLC25A4/TICAM1/SLC25A5/STAT1/TNFRSF10A/STAT2/PARP1/VDAC1/CASP1/IFNA17/IFNGR2/GLUD1/RNF31/TICAM2/FTL/IFNG/IFNA13/CHMP2B/RIPK1/SLC25A31/SPATA2/FASLG/PLA2G4B/USP21/PLA2G4C/CHMP6/VPS4B/STAT5A/CAPN2/ZBP1/TNFRSF1A/TLR3/RBCK1/TRADD/TNFSF10"
"hsa04066","hsa04066","HIF-1 signaling pathway",101,-0.183458842657302,-0.893922288941996,0.698360655737705,0.947141761547991,0.820010618842546,2523,"tags=21%, list=18%, signal=17%","TEK/PGK1/IL6R/LDHB/INSR/MAPK3/INS/RPS6KB2/CAMK2A/RBX1/EIF4E/AKT3/MKNK2/EGLN1/PIK3CA/HK2/CDKN1B/HIF1A/ALDOB/PDK1/LDHAL6A"
"hsa05410","hsa05410","Hypertrophic cardiomyopathy",94,-0.184759912686103,-0.888849484959473,0.708333333333333,0.947141761547991,0.820010618842546,3293,"tags=30%, list=24%, signal=23%","LMNA/ITGB3/SGCD/ITGA2B/CACNG2/CACNG3/TPM1/ITGA6/SLC8A2/SGCA/CACNG7/ITGA5/DES/CACNA1C/CACNG6/SNTA1/PRKAA1/TPM4/SSPN/DMD/CACNA2D1/CACNB2/TGFB2/SGCG/ITGA3/PRKAG3/CACNG1/SGCB"
"hsa03320","hsa03320","PPAR signaling pathway",69,-0.192645267500147,-0.880428075967003,0.69208211143695,0.947141761547991,0.820010618842546,3473,"tags=35%, list=25%, signal=26%","FABP6/ACADL/FABP5/ME3/ANGPTL4/FABP7/ACSL6/FABP3/LPL/ACOX1/APOC3/CYP7A1/SCD5/ACSBG2/FABP2/APOA5/PCK1/CYP8B1/GK2/AQP7/APOA2/PPARD/ACSL1/RXRG"
"hsa05134","hsa05134","Legionellosis",50,0.217848347700926,0.858751688113084,0.706624605678233,0.947141761547991,0.820010618842546,4639,"tags=42%, list=34%, signal=28%","CYCS/ITGB2/PYCARD/NAIP/TLR5/NFKB1/CASP1/CD14/TLR2/CASP9/BCL2L13/SAR1B/RELA/EEF1A2/CR1/HSPA8/CASP7/HSPA1L/EEF1G/EEF1A1/CXCL2"
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450",71,0.205280552663458,0.858108341835925,0.708955223880597,0.947141761547991,0.820010618842546,4650,"tags=34%, list=34%, signal=22%","GSTT1/GSTK1/MGST3/GSTA5/GSTM3/ADH1B/EPHX1/CYP2S1/CYP2D6/UGT2B10/CBR3/AKR7A2/CYP1A1/GSTO1/GSTP1/MGST2/UGT1A10/CYP2B6/DHDH/GSTA4/UGT2A3/CYP1A2/CYP2E1/UGT2A1"
"hsa05120","hsa05120","Epithelial cell signaling in Helicobacter pylori infection",64,0.20405843382805,0.844291802154477,0.712574850299401,0.948229525201565,0.820952376225584,2578,"tags=20%, list=19%, signal=17%","ATP6V1E2/MAPK9/CCL5/ATP6V1H/ATP6V1E1/MAPK13/ATP6V0E1/ATP6V0A2/ATP6AP1/NFKB1/ATP6V1F/ATP6V1D/ATP6V1G2"
"hsa00604","hsa00604","Glycosphingolipid biosynthesis - ganglio series",14,0.28893791816768,0.811521693564843,0.716949152542373,0.950309072781655,0.822752794248833,391,"tags=14%, list=3%, signal=14%","HEXB/GLB1"
"hsa04935","hsa04935","Growth hormone synthesis, secretion and action",112,-0.179732954475982,-0.886241978116311,0.744755244755245,0.967557251908397,0.837685817597429,2633,"tags=22%, list=19%, signal=18%","JUNB/RAF1/GH2/SSTR5/ADCY6/FOS/CREB5/CACNA1C/STAT5B/ADCY1/MAP2K4/MAPK3/SST/PRKACA/AKT3/MAPK10/PLCB3/PIK3CA/GNAI3/GHR/SSTR2/MAP2K3/PRKACG/KRAS/CREB3"
"hsa04390","hsa04390","Hippo signaling pathway",150,0.186826242111431,0.880553885329735,0.748987854251012,0.967557251908397,0.837685817597429,3776,"tags=29%, list=27%, signal=21%","BTRC/ACTG1/ITGB2/TP53BP2/LLGL2/RASSF1/AXIN1/YWHAZ/FZD3/CCND1/NKD1/TGFB3/AXIN2/SMAD4/CCND3/WNT1/SMAD3/YWHAH/FBXW11/LLGL1/PPP2CA/WNT5A/CTNNA1/YWHAB/FZD2/DVL1/FZD9/GLI2/YWHAQ/DLG4/AMH/WNT8A/DVL3/PPP2R2D/BMP8A/SERPINE1/TP73/WNT10A/LIMD1/WNT10B/CCND2/LATS1/PPP1CB"
"hsa04152","hsa04152","AMPK signaling pathway",113,-0.175267697097813,-0.872661478838252,0.75,0.967557251908397,0.837685817597429,3114,"tags=27%, list=23%, signal=21%","IGF1R/ADRA1A/RAB14/STK11/AKT1S1/LEPR/GYS2/G6PC2/FASN/SCD5/CREB5/HMGCR/PPP2R1B/INSR/PRKAA1/INS/RPS6KB2/TSC1/PPP2CB/PCK1/AKT3/RAB11B/PPP2R5B/PIK3CA/LEP/PPP2R3C/PPP2R3A/PRKAG3/ADIPOR1/CREB3/PPP2R2B"
"hsa04340","hsa04340","Hedgehog signaling pathway",48,-0.20022025132663,-0.851978899154931,0.749333333333333,0.967557251908397,0.837685817597429,3044,"tags=31%, list=22%, signal=24%","HHIP/DHH/MEGF8/CSNK1A1L/SMO/HHAT/SMURF1/BOC/PRKACA/EVC/ARRB1/EVC2/ARRB2/CSNK1G2/PRKACG"
"hsa00330","hsa00330","Arginine and proline metabolism",42,0.222899456563211,0.83308442930891,0.740196078431373,0.967557251908397,0.837685817597429,3459,"tags=29%, list=25%, signal=21%","ALDH18A1/GOT2/CNDP2/NOS3/GAMT/SMS/OAT/GOT1/LAP3/MAOB/ARG2/AGMAT"
"hsa00340","hsa00340","Histidine metabolism",19,-0.243592697502879,-0.816434382320595,0.742718446601942,0.967557251908397,0.837685817597429,1537,"tags=32%, list=11%, signal=28%","FTCD/MAOA/CNDP1/UROC1/HDC/HAL"
"hsa00430","hsa00430","Taurine and hypotaurine metabolism",13,0.287483022877073,0.793298479246515,0.741116751269036,0.967557251908397,0.837685817597429,2504,"tags=31%, list=18%, signal=25%","FMO3/FMO5/GGT1/FMO4"
"hsa04976","hsa04976","Bile secretion",85,-0.183486793695023,-0.867015838263769,0.763636363636364,0.981403387487038,0.849673440427893,3162,"tags=25%, list=23%, signal=19%","NR1H4/ATP1B3/UGT1A4/CA2/SLC22A8/SLCO1A2/AQP1/CYP7A1/ADCY6/HMGCR/ADCY1/PRKACA/SULT2A1/SCT/UGT2B28/SLC9A3/ABCC4/UGT1A3/ATP1A4/SLC4A5/PRKACG"
"hsa05165","hsa05165","Human papillomavirus infection",313,0.171068539466219,0.884148734757024,0.77008652657602,0.985944113570813,0.853604682568315,3319,"tags=24%, list=24%, signal=18%","ATP6V1E2/MAML2/TBP/HDAC1/CDK2/PSMC1/CDK4/ATP6V1H/MAP2K1/LLGL2/CREB3L2/RBL1/CDK6/PPP2R5C/UBE3A/HEYL/TRAF3/AXIN1/LAMC1/FZD3/CCND1/ATM/PPP2R3B/ATP6V1E1/RBL2/AXIN2/IKBKE/SOS1/NRAS/PRKACB/CCNE1/PPP2R5E/CCND3/ITGB8/TICAM1/RB1/WNT1/ATP6V0E1/STAT1/LLGL1/ATP6V0A2/EIF4EBP1/TBK1/STAT2/PPP2CA/PDGFRB/ATP6AP1/WNT5A/NFKB1/HLA-A/ATP6V1F/IFNA17/RPS6KB1/LAMB2/ATP6V1D/CCNE2/ATP6V1G2/MDM2/ITGB7/TBPL1/FZD2/DVL1/FZD9/WNT8A/HEY2/HRAS/DVL3/PPP2R2D/ISG15/COL4A4/NOTCH4/CCNA2/IFNA13/COL9A1"
